食品番号,索引番号,食品名,エネルギー（Kcal）,タンパク質,脂質,炭水化物
11293,1915,＜鳥肉類＞ にわとり ［その他］ つくね,235.0,15.2,15.2,9.3
11238,1916,＜鳥肉類＞ はと 肉 皮なし 生,131.0,21.8,5.1,0.3
11240,1917,＜鳥肉類＞ ほろほろちょう 肉 皮なし 生,98.0,22.5,1.0,0.2
11241,1918,＜その他＞ いなご つくだ煮,243.0,26.3,1.4,32.3
11242,1919,＜その他＞ かえる 肉 生,92.0,22.3,0.4,0.3
11243,1920,＜その他＞ すっぽん 肉 生,175.0,16.4,13.4,0.5
11244,1921,＜その他＞ はち はちの子缶詰,239.0,16.2,7.2,30.2
12020,1922,あひる卵 ピータン,188.0,13.7,16.5,0.0
12001,1923,うこっけい卵 全卵 生,154.0,12.0,13.0,0.4
12002,1924,うずら卵 全卵 生,157.0,12.6,13.1,0.3
12003,1925,うずら卵 水煮缶詰,162.0,11.0,14.1,0.6
12004,1926,鶏卵 全卵 生,142.0,12.2,10.2,0.4
12005,1927,鶏卵 全卵 ゆで,134.0,12.5,10.4,0.3
12006,1928,鶏卵 全卵 ポーチドエッグ,145.0,12.3,11.7,0.2
12021,1929,鶏卵 全卵 目玉焼き,205.0,14.8,17.6,0.3
12022,1930,鶏卵 全卵 いり,190.0,13.3,16.7,0.3
12023,1931,鶏卵 全卵 素揚げ,321.0,14.3,31.9,0.3
12007,1932,鶏卵 全卵 水煮缶詰,131.0,10.8,10.6,0.0
12008,1933,鶏卵 全卵 加糖全卵,199.0,9.8,10.6,20.7
12009,1934,鶏卵 全卵 乾燥全卵,542.0,49.1,42.0,0.2
12010,1935,鶏卵 卵黄 生,336.0,16.5,34.3,0.2
12011,1936,鶏卵 卵黄 ゆで,330.0,16.1,34.1,0.2
12012,1937,鶏卵 卵黄 加糖卵黄,327.0,12.1,23.9,20.7
12013,1938,鶏卵 卵黄 乾燥卵黄,638.0,30.3,62.9,0.2
12014,1939,鶏卵 卵白 生,44.0,10.1,0.0,0.5
12015,1940,鶏卵 卵白 ゆで,46.0,10.5,0.1,0.4
12016,1941,鶏卵 卵白 乾燥卵白,350.0,86.5,0.4,0.2
12017,1942,鶏卵 たまご豆腐,76.0,6.5,5.3,0.9
12018,1943,鶏卵 たまご焼 厚焼きたまご,146.0,10.5,9.2,6.5
12019,1944,鶏卵 たまご焼 だし巻きたまご,123.0,11.0,9.2,0.5
13001,1945,＜牛乳及び乳製品＞ （液状乳類） 生乳 ジャージー種,77.0,3.9,5.2,4.7
13002,1946,＜牛乳及び乳製品＞ （液状乳類） 生乳 ホルスタイン種,63.0,3.2,3.7,4.7
13003,1947,＜牛乳及び乳製品＞ （液状乳類） 普通牛乳,61.0,3.3,3.8,4.8
13006,1948,＜牛乳及び乳製品＞ （液状乳類） 脱脂乳,31.0,3.4,0.1,4.8
13004,1949,＜牛乳及び乳製品＞ （液状乳類） 加工乳 濃厚,70.0,3.4,4.2,5.3
13005,1950,＜牛乳及び乳製品＞ （液状乳類） 加工乳 低脂肪,42.0,3.8,1.0,5.5
13059,1951,＜牛乳及び乳製品＞ （液状乳類） 乳児用液体ミルク,66.0,1.5,3.6,7.1
13007,1952,＜牛乳及び乳製品＞ （液状乳類） 乳飲料 コーヒー,56.0,2.2,2.0,7.2
13008,1953,＜牛乳及び乳製品＞ （液状乳類） 乳飲料 フルーツ,46.0,1.2,0.2,9.9
13009,1954,＜牛乳及び乳製品＞ （粉乳類） 全粉乳,490.0,25.5,26.2,39.3
13010,1955,＜牛乳及び乳製品＞ （粉乳類） 脱脂粉乳,354.0,34.0,1.0,53.3
13011,1956,＜牛乳及び乳製品＞ （粉乳類） 乳児用調製粉乳,510.0,12.4,26.8,55.9
13012,1957,＜牛乳及び乳製品＞ （練乳類） 無糖練乳,135.0,6.8,7.9,11.2
13013,1958,＜牛乳及び乳製品＞ （練乳類） 加糖練乳,314.0,7.7,8.5,56.0
13014,1959,＜牛乳及び乳製品＞ （クリーム類） クリーム 乳脂肪,404.0,1.9,43.0,6.5
13015,1960,＜牛乳及び乳製品＞ （クリーム類） クリーム 乳脂肪・植物性脂肪,388.0,4.4,42.1,3.0
13016,1961,＜牛乳及び乳製品＞ （クリーム類） クリーム 植物性脂肪,353.0,1.3,39.5,3.3
13017,1962,＜牛乳及び乳製品＞ （クリーム類） ホイップクリーム 乳脂肪,409.0,1.8,40.7,12.9
13018,1963,＜牛乳及び乳製品＞ （クリーム類） ホイップクリーム 乳脂肪・植物性脂肪,394.0,4.0,38.4,12.9
13019,1964,＜牛乳及び乳製品＞ （クリーム類） ホイップクリーム 植物性脂肪,399.0,6.3,36.1,12.9
13020,1965,＜牛乳及び乳製品＞ （クリーム類） コーヒーホワイトナー 液状 乳脂肪,205.0,5.2,18.3,5.5
13021,1966,＜牛乳及び乳製品＞ （クリーム類） コーヒーホワイトナー 液状 乳脂肪・植物性脂肪,227.0,4.8,21.6,3.7
13022,1967,＜牛乳及び乳製品＞ （クリーム類） コーヒーホワイトナー 液状 植物性脂肪,244.0,4.3,24.8,1.8
13023,1968,＜牛乳及び乳製品＞ （クリーム類） コーヒーホワイトナー 粉末状 乳脂肪,504.0,7.6,27.3,60.4
13024,1969,＜牛乳及び乳製品＞ （クリーム類） コーヒーホワイトナー 粉末状 植物性脂肪,542.0,2.1,36.2,56.4
13025,1970,＜牛乳及び乳製品＞ （発酵乳・乳酸菌飲料） ヨーグルト 全脂無糖,56.0,3.6,3.0,4.9
13053,1971,＜牛乳及び乳製品＞ （発酵乳・乳酸菌飲料） ヨーグルト 低脂肪無糖,40.0,3.7,1.0,5.2
13054,1972,＜牛乳及び乳製品＞ （発酵乳・乳酸菌飲料） ヨーグルト 無脂肪無糖,37.0,4.0,0.3,5.7
13026,1973,＜牛乳及び乳製品＞ （発酵乳・乳酸菌飲料） ヨーグルト 脱脂加糖,65.0,4.3,0.2,11.9
13027,1974,＜牛乳及び乳製品＞ （発酵乳・乳酸菌飲料） ヨーグルト ドリンクタイプ 加糖,64.0,2.9,0.5,12.2
13028,1975,＜牛乳及び乳製品＞ （発酵乳・乳酸菌飲料） 乳酸菌飲料 乳製品,64.0,1.1,0.1,16.4
13029,1976,＜牛乳及び乳製品＞ （発酵乳・乳酸菌飲料） 乳酸菌飲料 殺菌乳製品,217.0,1.5,0.1,52.6
13030,1977,＜牛乳及び乳製品＞ （発酵乳・乳酸菌飲料） 乳酸菌飲料 非乳製品,39.0,0.4,0.1,10.0
13031,1978,＜牛乳及び乳製品＞ （チーズ類） ナチュラルチーズ エダム,321.0,28.9,25.0,1.4
13032,1979,＜牛乳及び乳製品＞ （チーズ類） ナチュラルチーズ エメンタール,398.0,27.3,33.6,1.6
13033,1980,＜牛乳及び乳製品＞ （チーズ類） ナチュラルチーズ カテージ,99.0,13.3,4.5,1.9
13034,1981,＜牛乳及び乳製品＞ （チーズ類） ナチュラルチーズ カマンベール,291.0,19.1,24.7,0.9
13035,1982,＜牛乳及び乳製品＞ （チーズ類） ナチュラルチーズ クリーム,313.0,8.2,33.0,2.3
13036,1983,＜牛乳及び乳製品＞ （チーズ類） ナチュラルチーズ ゴーダ,356.0,25.8,29.0,1.4
13037,1984,＜牛乳及び乳製品＞ （チーズ類） ナチュラルチーズ チェダー,390.0,25.7,33.8,1.4
13038,1985,＜牛乳及び乳製品＞ （チーズ類） ナチュラルチーズ パルメザン,445.0,44.0,30.8,1.9
13039,1986,＜牛乳及び乳製品＞ （チーズ類） ナチュラルチーズ ブルー,326.0,18.8,29.0,1.0
13055,1987,＜牛乳及び乳製品＞ （チーズ類） ナチュラルチーズ マスカルポーネ,273.0,4.4,28.2,4.3
13056,1988,＜牛乳及び乳製品＞ （チーズ類） ナチュラルチーズ モッツァレラ,269.0,18.4,19.9,4.2
13057,1989,＜牛乳及び乳製品＞ （チーズ類） ナチュラルチーズ やぎ,280.0,20.6,21.7,2.7
13058,1990,＜牛乳及び乳製品＞ （チーズ類） ナチュラルチーズ リコッタ,159.0,7.1,11.5,6.7
13040,1991,＜牛乳及び乳製品＞ （チーズ類） プロセスチーズ,313.0,22.7,26.0,1.3
13041,1992,＜牛乳及び乳製品＞ （チーズ類） チーズスプレッド,284.0,15.9,25.7,0.6
13042,1993,＜牛乳及び乳製品＞ （アイスクリーム類） アイスクリーム 高脂肪,205.0,3.5,12.0,22.4
13043,1994,＜牛乳及び乳製品＞ （アイスクリーム類） アイスクリーム 普通脂肪,178.0,3.9,8.0,23.2
13044,1995,＜牛乳及び乳製品＞ （アイスクリーム類） アイスミルク,167.0,3.4,6.4,23.9
13045,1996,＜牛乳及び乳製品＞ （アイスクリーム類） ラクトアイス 普通脂肪,217.0,3.1,13.6,22.2
13046,1997,＜牛乳及び乳製品＞ （アイスクリーム類） ラクトアイス 低脂肪,108.0,1.8,2.0,20.6
13047,1998,＜牛乳及び乳製品＞ （アイスクリーム類） ソフトクリーム,146.0,3.8,5.6,20.1
13048,1999,＜牛乳及び乳製品＞ （その他） カゼイン,358.0,86.2,1.5,0.0
13049,2000,＜牛乳及び乳製品＞ （その他） シャーベット,128.0,0.9,1.0,28.7
13050,2001,＜牛乳及び乳製品＞ （その他） チーズホエーパウダー,339.0,12.5,1.2,77.0
13051,2002,＜その他＞ 人乳,61.0,1.1,3.5,7.2
13052,2003,＜その他＞ やぎ乳,57.0,3.1,3.6,4.5
14023,2004,（植物油脂類） あまに油,897.0,0.0,100.0,0.0
14024,2005,（植物油脂類） えごま油,897.0,0.0,100.0,0.0
14001,2006,（植物油脂類） オリーブ油,894.0,0.0,100.0,0.0
14002,2007,（植物油脂類） ごま油,890.0,0.0,100.0,0.0
14003,2008,（植物油脂類） 米ぬか油,880.0,0.0,100.0,0.0
14004,2009,（植物油脂類） サフラワー油 ハイオレイック,892.0,0.0,100.0,0.0
14025,2010,（植物油脂類） サフラワー油 ハイリノール,883.0,0.0,100.0,0.0
14005,2011,（植物油脂類） 大豆油,885.0,0.0,100.0,0.0
14006,2012,（植物油脂類） 調合油,886.0,0.0,100.0,0.0
14007,2013,（植物油脂類） とうもろこし油,884.0,0.0,100.0,0.0
14008,2014,（植物油脂類） なたね油,887.0,0.0,100.0,0.0
14009,2015,（植物油脂類） パーム油,887.0,0.0,100.0,0.0
14010,2016,（植物油脂類） パーム核油,893.0,0.0,100.0,0.0
14011,2017,（植物油脂類） ひまわり油 ハイリノール,899.0,0.0,100.0,0.0
14026,2018,（植物油脂類） ひまわり油 ミッドオレイック,892.0,0.0,100.0,0.0
14027,2019,（植物油脂類） ひまわり油 ハイオレイック,899.0,0.0,100.0,0.0
14028,2020,（植物油脂類） ぶどう油,882.0,0.0,100.0,0.0
14012,2021,（植物油脂類） 綿実油,883.0,0.0,100.0,0.0
14013,2022,（植物油脂類） やし油,889.0,0.0,100.0,0.0
14014,2023,（植物油脂類） 落花生油,882.0,0.0,100.0,0.0
14015,2024,（動物油脂類） 牛脂,869.0,0.2,99.8,0.0
14032,2025,（動物油脂類） たらのあぶら,853.0,0.1,99.8,0.0
14016,2026,（動物油脂類） ラード,885.0,0.0,100.0,0.0
14017,2027,（バター類） 無発酵バター 有塩バター,700.0,0.6,81.0,0.2
14018,2028,（バター類） 無発酵バター 食塩不使用バター,720.0,0.5,83.0,0.2
14019,2029,（バター類） 発酵バター 有塩バター,713.0,0.6,80.0,4.4
14020,2030,（マーガリン類） マーガリン 家庭用 有塩,715.0,0.4,83.1,0.5
14033,2031,（マーガリン類） マーガリン 家庭用 無塩,715.0,0.4,83.1,0.5
14029,2032,（マーガリン類） マーガリン 業務用 有塩,740.0,0.3,84.3,0.1
14034,2033,（マーガリン類） マーガリン 業務用 無塩,740.0,0.3,84.3,0.1
14021,2034,（マーガリン類） ファットスプレッド,579.0,0.2,69.1,0.0
14022,2035,（その他） ショートニング 家庭用,889.0,0.0,99.9,0.0
14030,2036,（その他） ショートニング 業務用 製菓,881.0,0.0,99.9,0.0
14031,2037,（その他） ショートニング 業務用 フライ,886.0,0.0,99.9,0.0
15001,2038,＜和生菓子・和半生菓子類＞ 甘納豆 あずき,283.0,3.4,0.3,69.5
15002,2039,＜和生菓子・和半生菓子類＞ 甘納豆 いんげんまめ,288.0,3.8,0.5,69.9
15003,2040,＜和生菓子・和半生菓子類＞ 甘納豆 えんどう,293.0,3.8,0.4,72.2
15005,2041,＜和生菓子・和半生菓子類＞ 今川焼 こしあん入り,217.0,4.5,1.1,48.3
15145,2042,＜和生菓子・和半生菓子類＞ 今川焼 つぶしあん入り,220.0,4.5,1.4,48.2
15146,2043,＜和生菓子・和半生菓子類＞ 今川焼 カスタードクリーム入り,224.0,4.7,2.6,46.7
15006,2044,＜和生菓子・和半生菓子類＞ ういろう 白,181.0,1.0,0.2,44.2
15147,2045,＜和生菓子・和半生菓子類＞ ういろう 黒,174.0,1.5,0.2,42.7
15007,2046,＜和生菓子・和半生菓子類＞ うぐいすもち こしあん入り,236.0,3.5,0.4,55.8
15148,2047,＜和生菓子・和半生菓子類＞ うぐいすもち つぶしあん入り,237.0,2.7,0.4,56.8
15008,2048,＜和生菓子・和半生菓子類＞ かしわもち こしあん入り,203.0,4.0,0.4,46.7
15149,2049,＜和生菓子・和半生菓子類＞ かしわもち つぶしあん入り,204.0,3.9,0.5,46.6
15009,2050,＜和生菓子・和半生菓子類＞ カステラ,313.0,7.1,5.0,61.8
15010,2051,＜和生菓子・和半生菓子類＞ かのこ,260.0,4.8,0.4,60.4
15011,2052,＜和生菓子・和半生菓子類＞ かるかん,226.0,2.1,0.3,54.8
15012,2053,＜和生菓子・和半生菓子類＞ きび団子,298.0,1.6,0.2,73.7
15013,2054,＜和生菓子・和半生菓子類＞ ぎゅうひ,253.0,1.3,0.2,62.4
15014,2055,＜和生菓子・和半生菓子類＞ きりざんしょ,245.0,2.1,0.3,59.3
15015,2056,＜和生菓子・和半生菓子類＞ きんぎょく糖,282.0,,0.0,71.9
15016,2057,＜和生菓子・和半生菓子類＞ きんつば,260.0,6.0,0.7,58.6
15017,2058,＜和生菓子・和半生菓子類＞ 草もち こしあん入り,224.0,4.2,0.4,52.1
15150,2059,＜和生菓子・和半生菓子類＞ 草もち つぶしあん入り,227.0,4.8,0.7,51.1
15018,2060,＜和生菓子・和半生菓子類＞ くし団子 あん こしあん入り,198.0,3.8,0.4,45.4
15151,2061,＜和生菓子・和半生菓子類＞ くし団子 あん つぶしあん入り,199.0,3.8,0.5,45.4
15019,2062,＜和生菓子・和半生菓子類＞ くし団子 みたらし,194.0,3.2,0.4,44.9
15121,2063,＜和生菓子・和半生菓子類＞ くずもち 関西風 くずでん粉製品,93.0,0.1,0.1,22.5
15122,2064,＜和生菓子・和半生菓子類＞ くずもち 関東風 小麦でん粉製品,94.0,0.1,0.1,22.4
15020,2065,＜和生菓子・和半生菓子類＞ げっぺい,348.0,4.7,8.5,65.5
15123,2066,＜和生菓子・和半生菓子類＞ 五平もち,178.0,3.0,0.5,40.9
15022,2067,＜和生菓子・和半生菓子類＞ 桜もち 関西風 こしあん入り,196.0,3.5,0.3,46.0
15153,2068,＜和生菓子・和半生菓子類＞ 桜もち 関西風 つぶしあん入り,197.0,3.0,0.3,46.5
15021,2069,＜和生菓子・和半生菓子類＞ 桜もち 関東風 こしあん入り,235.0,4.5,0.4,54.2
15152,2070,＜和生菓子・和半生菓子類＞ 桜もち 関東風 つぶしあん入り,237.0,4.2,0.6,54.4
15124,2071,＜和生菓子・和半生菓子類＞ 笹だんご こしあん入り,227.0,4.0,0.5,54.6
15154,2072,＜和生菓子・和半生菓子類＞ 笹だんご つぶしあん入り,228.0,4.7,0.6,53.8
15143,2073,＜和生菓子・和半生菓子類＞ ずんだあん,190.0,6.3,3.4,36.6
15144,2074,＜和生菓子・和半生菓子類＞ ずんだもち,212.0,4.9,1.7,45.1
15023,2075,＜和生菓子・和半生菓子類＞ 大福もち こしあん入り,223.0,4.6,0.5,53.2
15155,2076,＜和生菓子・和半生菓子類＞ 大福もち つぶしあん入り,223.0,4.7,0.6,52.8
15024,2077,＜和生菓子・和半生菓子類＞ タルト （和菓子）,288.0,5.9,3.0,60.7
15025,2078,＜和生菓子・和半生菓子類＞ ちまき,150.0,1.3,0.2,36.5
15026,2079,＜和生菓子・和半生菓子類＞ ちゃつう,320.0,6.2,4.3,66.4
15156,2080,＜和生菓子・和半生菓子類＞ どら焼 こしあん入り,282.0,6.6,3.1,58.4
15027,2081,＜和生菓子・和半生菓子類＞ どら焼 つぶしあん入り,292.0,6.6,3.2,57.9
15157,2082,＜和生菓子・和半生菓子類＞ 生八つ橋 あん入り こしあん入り,274.0,3.6,0.3,65.4
15004,2083,＜和生菓子・和半生菓子類＞ 生八つ橋 あん入り こしあん・つぶしあん混合,274.0,3.5,0.3,65.5
15158,2084,＜和生菓子・和半生菓子類＞ 生八つ橋 あん入り つぶしあん入り,275.0,3.7,0.5,65.1
15028,2085,＜和生菓子・和半生菓子類＞ ねりきり,259.0,5.3,0.3,60.1
15029,2086,＜和生菓子・和半生菓子類＞ まんじゅう カステラまんじゅう こしあん入り,292.0,6.7,2.1,62.6
15159,2087,＜和生菓子・和半生菓子類＞ まんじゅう カステラまんじゅう つぶしあん入り,292.0,6.9,2.3,62.2
15160,2088,＜和生菓子・和半生菓子類＞ まんじゅう かるかんまんじゅう こしあん入り,226.0,3.0,0.3,53.8
15161,2089,＜和生菓子・和半生菓子類＞ まんじゅう かるかんまんじゅう つぶしあん入り,226.0,3.1,0.4,53.6
15030,2090,＜和生菓子・和半生菓子類＞ まんじゅう くずまんじゅう こしあん入り,216.0,3.1,0.2,51.4
15162,2091,＜和生菓子・和半生菓子類＞ まんじゅう くずまんじゅう つぶしあん入り,218.0,1.3,0.1,53.4
15031,2092,＜和生菓子・和半生菓子類＞ まんじゅう くりまんじゅう こしあん入り,296.0,6.5,1.4,68.1
15163,2093,＜和生菓子・和半生菓子類＞ まんじゅう くりまんじゅう つぶしあん入り,295.0,6.7,1.6,67.0
15032,2094,＜和生菓子・和半生菓子類＞ まんじゅう とうまんじゅう こしあん入り,299.0,6.8,3.1,61.6
15164,2095,＜和生菓子・和半生菓子類＞ まんじゅう とうまんじゅう つぶしあん入り,294.0,6.9,3.3,61.3
15033,2096,＜和生菓子・和半生菓子類＞ まんじゅう 蒸しまんじゅう こしあん入り,254.0,4.6,0.5,59.5
15165,2097,＜和生菓子・和半生菓子類＞ まんじゅう 蒸しまんじゅう つぶしあん入り,257.0,4.7,0.7,59.1
15034,2098,＜和生菓子・和半生菓子類＞ まんじゅう 中華まんじゅう あんまん こしあん入り,273.0,6.1,5.6,51.3
15166,2099,＜和生菓子・和半生菓子類＞ まんじゅう 中華まんじゅう あんまん つぶしあん入り,279.0,6.2,6.0,51.3
15035,2100,＜和生菓子・和半生菓子類＞ まんじゅう 中華まんじゅう 肉まん,242.0,10.0,5.1,43.4
15036,2101,＜和生菓子・和半生菓子類＞ もなか こしあん入り,277.0,4.9,0.3,65.5
15167,2102,＜和生菓子・和半生菓子類＞ もなか つぶしあん入り,278.0,6.4,0.7,63.3
15037,2103,＜和生菓子・和半生菓子類＞ ゆべし,321.0,2.4,3.5,71.2
15038,2104,＜和生菓子・和半生菓子類＞ ようかん 練りようかん,289.0,3.6,0.2,69.9
15039,2105,＜和生菓子・和半生菓子類＞ ようかん 水ようかん,168.0,2.6,0.2,39.9
15040,2106,＜和生菓子・和半生菓子類＞ ようかん 蒸しようかん,237.0,4.4,0.3,55.4
15041,2107,＜和干菓子類＞ あめ玉,385.0,0.0,0.0,97.5
15042,2108,＜和干菓子類＞ 芋かりんとう,465.0,1.4,20.6,71.3
15043,2109,＜和干菓子類＞ おこし,376.0,3.8,0.7,90.2
15044,2110,＜和干菓子類＞ おのろけ豆,438.0,11.3,13.6,70.2
15045,2111,＜和干菓子類＞ かりんとう 黒,420.0,7.5,11.6,76.3
15046,2112,＜和干菓子類＞ かりんとう 白,423.0,9.7,11.2,76.2
15047,2113,＜和干菓子類＞ ごかぼう,367.0,10.6,6.4,71.7
15048,2114,＜和干菓子類＞ 小麦粉せんべい 磯部せんべい,377.0,4.3,0.8,89.3
15049,2115,＜和干菓子類＞ 小麦粉せんべい かわらせんべい,390.0,7.0,3.2,84.9
15050,2116,＜和干菓子類＞ 小麦粉せんべい 巻きせんべい,386.0,4.3,1.4,90.4
15051,2117,＜和干菓子類＞ 小麦粉せんべい 南部せんべい ごま入り,423.0,11.2,11.1,72.0
15052,2118,＜和干菓子類＞ 小麦粉せんべい 南部せんべい 落花生入り,421.0,11.7,9.5,73.9
15053,2119,＜和干菓子類＞ しおがま,348.0,2.6,0.2,85.5
15056,2120,＜和干菓子類＞ ひなあられ 関西風,385.0,8.0,1.4,85.8
15055,2121,＜和干菓子類＞ ひなあられ 関東風,380.0,9.6,2.8,80.7
15057,2122,＜和干菓子類＞ 米菓 揚げせんべい,458.0,5.6,17.4,71.3
15058,2123,＜和干菓子類＞ 米菓 甘辛せんべい,374.0,6.7,0.9,86.2
15059,2124,＜和干菓子類＞ 米菓 あられ,378.0,7.5,1.0,84.9
15060,2125,＜和干菓子類＞ 米菓 しょうゆせんべい,368.0,7.3,1.0,83.9
15061,2126,＜和干菓子類＞ ボーロ 小粒,391.0,2.5,2.1,90.6
15062,2127,＜和干菓子類＞ ボーロ そばボーロ,398.0,7.7,3.4,86.1
15063,2128,＜和干菓子類＞ 松風,378.0,4.0,0.7,89.7
15064,2129,＜和干菓子類＞ みしま豆,402.0,12.3,8.6,75.8
15065,2130,＜和干菓子類＞ 八つ橋,390.0,3.3,0.5,94.2
15066,2131,＜和干菓子類＞ らくがん らくがん,384.0,2.4,0.2,94.3
15067,2132,＜和干菓子類＞ らくがん 麦らくがん,396.0,4.8,1.8,90.4
15068,2133,＜和干菓子類＞ らくがん もろこしらくがん,374.0,6.6,0.3,89.9
15125,2134,＜菓子パン類＞ 揚げパン,369.0,8.7,18.7,43.5
15069,2135,＜菓子パン類＞ あんパン こしあん入り,267.0,6.8,3.6,53.5
15168,2136,＜菓子パン類＞ あんパン つぶしあん入り,266.0,7.0,3.8,53.0
15126,2137,＜菓子パン類＞ あんパン 薄皮タイプ こしあん入り,256.0,6.6,3.5,51.9
15169,2138,＜菓子パン類＞ あんパン 薄皮タイプ つぶしあん入り,258.0,6.8,3.7,51.4
15127,2139,＜菓子パン類＞ カレーパン 皮及び具,302.0,6.6,18.3,32.3
15128,2140,＜菓子パン類＞ カレーパン 皮のみ,363.0,7.2,22.4,38.4
15129,2141,＜菓子パン類＞ カレーパン 具のみ,168.0,5.3,9.3,18.8
15070,2142,＜菓子パン類＞ クリームパン,286.0,7.9,7.4,48.3
15130,2143,＜菓子パン類＞ クリームパン 薄皮タイプ,218.0,6.0,7.1,33.9
15071,2144,＜菓子パン類＞ ジャムパン,285.0,5.3,3.9,58.1
15072,2145,＜菓子パン類＞ チョココロネ,320.0,5.8,15.3,44.4
15131,2146,＜菓子パン類＞ チョコパン 薄皮タイプ,340.0,4.7,19.4,40.0
15132,2147,＜菓子パン類＞ メロンパン,349.0,8.0,10.5,59.9
15181,2148,＜菓子パン類＞ 菓子パン あんなし,294.0,8.2,6.1,54.1
15073,2149,＜ケーキ・ペストリー類＞ シュークリーム,211.0,6.0,11.4,25.5
15074,2150,＜ケーキ・ペストリー類＞ スポンジケーキ,283.0,7.9,7.5,52.1
15075,2151,＜ケーキ・ペストリー類＞ ショートケーキ 果実なし,318.0,6.9,15.2,42.3
15170,2152,＜ケーキ・ペストリー類＞ ショートケーキ いちご,314.0,6.9,14.7,42.7
15133,2153,＜ケーキ・ペストリー類＞ タルト （洋菓子）,247.0,4.7,13.5,30.5
15134,2154,＜ケーキ・ペストリー類＞ チーズケーキ ベイクドチーズケーキ,299.0,8.5,21.2,23.3
15135,2155,＜ケーキ・ペストリー類＞ チーズケーキ レアチーズケーキ,349.0,5.8,27.5,22.5
15182,2156,＜ケーキ・ペストリー類＞ デニッシュペストリー アメリカンタイプ プレーン,382.0,6.2,26.3,35.1
15076,2157,＜ケーキ・ペストリー類＞ デニッシュペストリー デンマークタイプ プレーン,440.0,6.5,34.0,33.2
15183,2158,＜ケーキ・ペストリー類＞ デニッシュペストリー アメリカンタイプ あん入り こしあん,330.0,6.0,15.6,44.9
15184,2159,＜ケーキ・ペストリー類＞ デニッシュペストリー アメリカンタイプ あん入り つぶしあん,323.0,6.0,15.7,42.9
15171,2160,＜ケーキ・ペストリー類＞ デニッシュペストリー デンマークタイプ あん入り こしあん,384.0,6.5,21.3,46.1
15172,2161,＜ケーキ・ペストリー類＞ デニッシュペストリー デンマークタイプ あん入り つぶしあん,387.0,6.6,22.0,45.2
15185,2162,＜ケーキ・ペストリー類＞ デニッシュペストリー アメリカンタイプ あん入り カスタードクリーム,304.0,5.8,19.3,31.2
15173,2163,＜ケーキ・ペストリー類＞ デニッシュペストリー デンマークタイプ あん入り カスタードクリーム,417.0,7.3,29.6,36.6
15077,2164,＜ケーキ・ペストリー類＞ ドーナッツ イーストドーナッツ プレーン,379.0,7.2,20.2,43.9
15174,2165,＜ケーキ・ペストリー類＞ ドーナッツ イーストドーナッツ あん入り こしあん,341.0,6.8,12.6,52.2
15175,2166,＜ケーキ・ペストリー類＞ ドーナッツ イーストドーナッツ あん入り つぶしあん,341.0,7.0,13.0,51.5
15176,2167,＜ケーキ・ペストリー類＞ ドーナッツ イーストドーナッツ あん入り カスタードクリーム,371.0,7.7,18.9,44.6
15078,2168,＜ケーキ・ペストリー類＞ ドーナッツ ケーキドーナッツ プレーン,367.0,7.2,11.7,60.2
15177,2169,＜ケーキ・ペストリー類＞ ドーナッツ ケーキドーナッツ あん入り こしあん,353.0,8.3,5.4,63.7
15178,2170,＜ケーキ・ペストリー類＞ ドーナッツ ケーキドーナッツ あん入り つぶしあん,355.0,8.6,5.7,63.1
15179,2171,＜ケーキ・ペストリー類＞ ドーナッツ ケーキドーナッツ あん入り カスタードクリーム,375.0,9.6,10.5,56.7
15079,2172,＜ケーキ・ペストリー類＞ パイ パイ皮,373.0,5.0,25.4,36.4
15080,2173,＜ケーキ・ペストリー類＞ パイ アップルパイ,294.0,4.0,17.5,32.8
15081,2174,＜ケーキ・ペストリー類＞ パイ ミートパイ,381.0,9.7,29.9,22.2
15082,2175,＜ケーキ・ペストリー類＞ バターケーキ,422.0,5.8,25.3,48.0
15083,2176,＜ケーキ・ペストリー類＞ ホットケーキ,253.0,7.7,5.4,45.3
15084,2177,＜ケーキ・ペストリー類＞ ワッフル カスタードクリーム入り,241.0,7.3,7.9,38.1
15085,2178,＜ケーキ・ペストリー類＞ ワッフル ジャム入り,279.0,4.9,4.2,57.3
15086,2179,＜デザート菓子類＞ カスタードプリン,116.0,5.7,5.5,14.0
15136,2180,＜デザート菓子類＞ 牛乳寒天,61.0,1.1,1.3,12.2
15142,2181,＜デザート菓子類＞ こんにゃくゼリー,65.0,0.0,0.1,16.4
15087,2182,＜デザート菓子類＞ ゼリー オレンジ,80.0,2.1,0.1,19.8
15088,2183,＜デザート菓子類＞ ゼリー コーヒー,43.0,1.6,0.0,10.3
15089,2184,＜デザート菓子類＞ ゼリー ミルク,103.0,4.3,3.7,14.4
15090,2185,＜デザート菓子類＞ ゼリー ワイン,65.0,1.7,0.0,13.2
15091,2186,＜デザート菓子類＞ ババロア,204.0,5.6,12.9,19.9
15092,2187,＜ビスケット類＞ ウエハース,439.0,7.6,13.6,75.3
15141,2188,＜ビスケット類＞ ウエハース クリーム入り,492.0,7.5,21.8,65.5
15093,2189,＜ビスケット類＞ クラッカー オイルスプレークラッカー,481.0,8.5,22.5,63.9
15094,2190,＜ビスケット類＞ クラッカー ソーダクラッカー,421.0,10.4,9.8,74.4
15095,2191,＜ビスケット類＞ サブレ,459.0,6.1,16.6,73.5
